"date","yearBorn","yearDead","Name","description"
"1962-2 - 1","1962","-1","Manuel Amorós","futbolista francés de ascendencia española."
"1963-2 - 1","1963","-1","Takashi Murakami","artista japonés."
"1963-2-1","1963","2004","Fausto Romitelli","compositor italiano "
"1964-2-1","1964","2011","Jani Lane","cantautor y compositor estadounidense de la banda Warrant "
"1964-2 - 1","1964","-1","Linus Roache","actor británico."
"1965-2-1","1965","1993","Brandon Lee","actor estadounidense "
"1965-2 - 1","1965","-1","Estefanía Grimaldi","aristócrata monegasca."
"1965-2 - 1","1965","-1","Sherilyn Fenn","actriz estadounidense."
"1966-2 - 1","1966","-1","Michelle Akers","futbolista estadounidense."
"1966-2 - 1","1966","-1","Donna Edmondson","modelo estadounidense."
"1966-2 - 1","1966","-1","Rob Lee","futbolista británico."
"1967-2-1","1967","2010","Laura Daners","periodista uruguaya "
"1967-2 - 1","1967","-1","Meg Cabot","escritora estadounidense."
"1967-2-1","1967","2022","Ulises Eyherabide","diseñador gráfico, arquitecto y músico de rock argentino, miembro de la banda Rescate "
"1968-2-1","1968","1994","Cheb Hasni","cantante argelino "
"1968-2 - 1","1968","-1","Lisa Marie Presley","cantante y actriz estadounidense."
"1968-2 - 1","1968","-1","Javier Sánchez Vicario","tenista español."
"1969-2 - 1","1969","-1","Gabriel Batistuta","futbolista argentino."
"1969-2 - 1","1969","-1","Brian Krause","actor estadounidense."
"1969-2 - 1","1969","-1","Joshua Redman","saxofonista y compositor estadounidense de jazz."
"1969-2 - 1","1969","-1","Patrick Wilson","músico estadounidense, de las bandas Weezer y The Special Goodness."
"1970-2 - 1","1970","-1","Nico (Nicoleta Matei)","cantante rumana."
"1970-2-1","1970","2000","Malik Sealy","baloncestista estadounidense "
"1971-2 - 1","1971","-1","Michael C. Hall","actor estadounidense."
"1971-2 - 1","1971","-1","Hynden Walch","actriz estadounidense."
"1971-2 - 1","1971","-1","Ron Welty","baterista estadounidense, de la banda The Offspring."
"1971-2 - 1","1971","-1","Zlatko Zahovič","futbolista esloveno."
"1972-2 - 1","1972","-1","Tego Calderón","cantante puertorriqueño."
"1972-2 - 1","1972","-1","Leymah Gbowee","activista liberiana, premio nobel de la paz en 2011."
"1973-2 - 1","1973","-1","Andrew DeClercq","baloncestista estadounidense."
"1973-2 - 1","1973","-1","Yuri Landman","lutier experimental neerlandés."
"1973-2 - 1","1973","-1","Óscar Pérez Rojas","futbolista mexicano."
"1973-2 - 1","1973","-1","Makiko Ōmoto","seiyū japonesa."
"1974-2 - 1","1974","-1","Roberto Heras","ciclista español."
"1974-2 - 1","1974","-1","Walter McCarty","baloncestista estadounidense."
"1974-2 - 1","1974","-1","David Meca","nadador español."
"1974-2 - 1","1974","-1","Taras Lutsenko","futbolista ucraniano."
"1975-2 - 1","1975","-1","Big Boi","rapero estadounidense, de la banda Outkast."
"1975-2 - 1","1975","-1","Rodrigo Salinas","dibujante, actor, comediante y guionista chileno."
"1976-2 - 1","1976","-1","Santiago Cruz","cantautor colombiano."
"1976-2 - 1","1976","-1","Pavel Dobrý","futbolista checo."
"1976-2 - 1","1976","-1","Giacomo Tedesco","futbolista italiano."
"1977-2-1","1977","2014","Lari Ketner","futbolista estadounidense "
"1977-2 - 1","1977","-1","Kevin Kilbane","futbolista irlandés."
"1977-2 - 1","1977","-1","Libor Sionko","futbolista checo."
"1977-2-1","1977","2011","Robert Traylor","baloncestista estadounidense "
"1978-2 - 1","1978","-1","Ken Johnson","baloncestista estadounidense."
"1978-2 - 1","1978","-1","K'naan","cantante somalí."
"1979-2 - 1","1979","-1","Julie Augustyniak","futbolista estadounidense."
"1979-2-1","1979","2006","Valentín Elizalde","cantante mexicano "
"1979-2 - 1","1979","-1","Jason Isbell","cantante-compositor y guitarrista estadounidense."
"1979-2 - 1","1979","-1","Rachelle Lefevre","actriz canadiense."
"1979-2 - 1","1979","-1","Juan Silveira dos Santos","futbolista brasileño."
"1980-2 - 1","1980","-1","Héctor Luna","beisbolista dominicano."
"1980-2 - 1","1980","-1","Moisés Muñoz","futbolista mexicano."
"1980-2 - 1","1980","-1","Paulo da Silva","futbolista paraguayo."
"1981-2 - 1","1981","-1","Christian Giménez","futbolista argentino."
"1981-2 - 1","1981","-1","Hins Cheung","cantautor hongkonés."
"1981-2 - 1","1981","-1","Lamá","futbolista angoleño."
"1981-2 - 1","1981","-1","Nelson Pinto","futbolista chileno."
"1981-2 - 1","1981","-1","Pablo Casado","abogado y político español."
"1982-2 - 1","1982","-1","Gavin Henson","rugbista británico."
"1982-2 - 1","1982","-1","Jean Machí","beisbolista venezolano."
"1983-2 - 1","1983","-1","Iveta Benešová","tenista checa."
"1983-2 - 1","1983","-1","Iñaki Eskudero","pelotari vasco."
"1983-2 - 1","1983","-1","Kevin Martin","baloncestista estadounidense."
"1983-2 - 1","1983","-1","Jurgen Van Den Broeck","ciclista belga."
"1983-2 - 1","1983","-1","Andrew VanWyngarden","guitarrista y cantautor estadounidense, de la banda MGMT."
"1984-2 - 1","1984","-1","Darren Fletcher","futbolista británico."
"1984-2-1","1984","2013","Lee Thompson Young","actor estadounidense "
"1985-2 - 1","1985","-1","Linda Palma","presentadora de televisión y modelo colombiana."
"1985-2 - 1","1985","-1","Jodi Gordon","actriz y modelo australiana."
"1985-2 - 1","1985","-1","Karine Sergerie","artista marcial canadiense."
"1985-2 - 1","1985","-1","Dean Shiels","futbolista norirlandés."
"1986-2 - 1","1986","-1","Lauren Conrad","diseñadora de modas, presentadora de televisión y escritora estadounidense."
"1987-2 - 1","1987","-1","Costel Pantilimon","futbolista rumano."
"1987-2 - 1","1987","-1","Giuseppe Rossi","futbolista italiano."
"1987-2 - 1","1987","-1","Heather Morris actriz","cantante y bailarina estadounidense."
"1987-2 - 1","1987","-1","Patrik Mráz","futbolista eslovaco."
"1987-2 - 1","1987","-1","Ronda Rousey","expeleadora de MMA, luchadora profesional y actriz estadounidense."
"1987-2 - 1","1987","-1","Sebastian Boenisch","futbolista polaco."
"1987-2 - 1","1987","-1","Shiori Izawa","seiyu japonesa."
"1987-2 - 1","1987","-1","Wu Jingyu","artista marcial chino."
"1989-2 - 1","1989","-1","Alfreð Finnbogason","futbolista islandés."
"1990-2 - 1","1990","-1","Laura Marling","cantautora británica."
"1990-2 - 1","1990","-1","Duje Čop","futbolista croata."
"1991-2 - 1","1991","-1","Luca Caldirola","futbolista italiano."
"1992-2 - 1","1992","-1","Patric Young","baloncestista estadounidense."
"1992-2 - 1","1992","-1","Mao Ichimichi","actriz japonesa."
"1993-2 - 1","1993","-1","Elisabeth Erm","modelo estonia."
"1993-2 - 1","1993","-1","Ahmad Nourollahi","futbolista iraní."
"1994-2 - 1","1994","-1","Anna-Lena Friedsam","tenista alemana."
"1994-2 - 1","1994","-1","Harry Styles","cantautor británico."
"1995-2 - 1","1995","-1","Oliver Heldens","disc jockey neerlandés."
"1996-2 - 1","1996","-1","Doyoung","integrante del grupo NCT."
"1997-2 - 1","1997","-1","Jihyo","integrante del grupo Twice."
"2000-2 - 1","2000","-1","Paris Smith","actriz y cantante estadounidense."
"2007-2 - 1","2007","-1","Lucía Almada","futbolista argentina."
"1994-3 - 1","1994","-1","la Europa de los Quince. Suecia","Austria y Finlandia se incorporan como nuevos socios de la Unión Europea."
"40-3-1","40","102","Marco Valerio Marcial","poeta hispanorromano, nacido en Calatayud "
"757-3-1","757","796","Hisham I","segundo emir independiente de Al-Andalus "
"1105-3-1","1105","1157","Alfonso VII de León","rey de León y Imperator totius Hispaniae "
"1389-3-1","1389","1459","Antonino de Florencia","arzobispo y santo italiano "
"1432-3-1","1432","1455","Isabella de Coímbra","reina portuguesa "
"1444-3-1","1444","1510","Sandro Botticelli","pintor italiano "
"1456-3-1","1456","1516","Vladislao II","rey de Bohemia y de Hungría "
"1547-3-1","1547","1628","Rudolph Goclenius","filósofo alemán "
"1585-3-1","1585","1636","Jean de Saint-Bonnet","mariscal francés "
"1597-3-1","1597","1652","Jean-Charles de la Faille","matemático belga "
"1683-3-1","1683","1737","Carolina de Brandeburgo-Ansbach","reina consorte británica "
"1760-3-1","1760","1794","François Buzot","abogado y político francés "
"1768-3-1","1768","1837","Pedro Coudrin","sacerdote francés "
"1769-3-1","1769","1796","François Séverin Marceau-Desgraviers","general francés "
"1781-3-1","1781","1862","Javiera Carrera","destacada patriota durante la independencia de Chile e hija de Ignacio de la Carrera "
"1791-3-1","1791","1860","Manuel Carpio","poeta, médico, maestro y político mexicano "
"1792-3-1","1792","1872","Rudecindo Alvarado","militar argentino "
"1798-3-1","1798","1881","María Clementina de Austria","aristócrata austriaca "
"1804-3-1","1804","1877","Franz Hanfstaengl","pintor alemán "
"1807-3-1","1807","1898","Wilford Woodruff","líder estadounidense mormón "
"1810-3-1","1810","1849","Frédéric Chopin","compositor y pianista polaco "
"1812-3-1","1812","1852","Augustus Pugin","arquitecto británico "
"1835-3-1","1835","1913","Rosendo García-Ramos y Bretillard","científico y arqueólogo español "
"1837-3-1","1837","1920","William Dean Howells","escritor, dramaturgo y crítico estadounidense "
"1842-3-1","1842","1901","Nikolaos Gyzis","pintor griego "
"1842-3-1","1842","1907","Fermín Salvochea","anarquista español "
"1848-3-1","1848","1907","Augustus Saint-Gaudens","escultor irlandés "
"1852-3-1","1852","1923","Théophile Delcassé","hombre de Estado francés "
"1858-3-1","1858","1918","Georg Simmel","filósofo, sociólogo y ensayista alemán "
"1859-3-1","1859","1928","Charles Lummis","escritor y explorador estadounidense "
"1863-3-1","1863","1930","Alexandre Golovin","pintor ruso "
"1863-3-1","1863","1927","Fiódor Sologub","poeta y novelista ruso "
"1867-3-1","1867","1960","Ángel Ayala","sacerdote español "
"1868-3-1","1868","1914","Sofía Chotek","aristócrata alemana "
"1868-3-1","1868","1933","Achille Paroche","tirador francés "
"1876-3-1","1876","1942","Henri de Baillet-Latour","aristócrata y dirigente deportivo belga "
"1879-3-1","1879","1967","Robert Daniel Carmichael","matemático estadounidense "
"1883-3-1","1883","1964","Fumio Asakura","escultor japonés "
"1886-3-1","1886","1980","Oskar Kokoschka","artista austriaco "
"1890-3-1","1890","1977","Benito Quinquela Martín","pintor argentino "
"1892-3-1","1892","1927","Ryunosuke Akutagawa","escritor japonés "
"1893-3-1","1893","1968","Mercedes de Acosta","poetisa y guionista estadounidense "
"1896-3-1","1896","1960","Dimitri Mitrópulos","compositor griego "
"1896-3-1","1896","1942","Moriz Seeler","dramaturgo y productor alemán "
"1898-3-1","1898","1964","Ramón Gómez Cornet","pintor argentino "
"1899-3-1","1899","1959","Alfredo Mario Ferreiro","escritor uruguayo "
"1899-3-1","1899","1972","Erich von dem Bach-Zelewski","oficial nazi "
"1899-3-1","1899","1987","Anxelu","poeta y monologuista español "
"1902-3-1","1902","1938","Carlos de Haya González","aviador español "
"1904-3-1","1904","1944","Glenn Miller","compositor y trombonista estadounidense, de la Glenn Miller Orchestra "
"1906-3-1","1906","2000","Pham Van Dong","político y militar vietnamita, 2.º primer ministro "
"1909-3-1","1909","1942","Eugene Esmonde","piloto y militar británico "
"1909-3-1","1909","2003","Rosa Graña Garland","diseñadora peruana "
"1910-3-1","1910","1998","Mapy Cortés","actriz y bailarina puertorriqueña "
"1910-3-1","1910","2000","Juan de Dios Guevara","químico peruano "
"1910-3-1","1910","1983","David Niven","actor británico "
"1910-3-1","1910","2002","Archer John Porter Martin","químico y académico británico, premio nobel de química en 1952 "
"1911-3-1","1911","1996","Rina Ketty","cantante franco-italiana "
"1914-3-1","1914","1994","Ralph Ellison","escritor y crítico estadounidense "
"1914-3-1","1914","2005","Carlos Moyano Llerena","abogado y economista argentino "
"1916-3-1","1916","1999","Bernardo Gandulla","futbolista argentino "
"1917-3-1","1917","1977","Robert Lowell","poeta y académico estadounidense "
"1918-3-1","1918","1973","Roger Delgado","actor británico "
"1918-3-1","1918","1976","João Goulart","político y abogado brasileño, presidente de su país "
"1920-3-1","1920","1991","Howard Nemerov","poeta estadounidense "
"1921-3-1","1921","1995","Jack Clayton","actor y cineasta británico "
"1921-3-1","1921","1983","Terence Cardinal Cooke","arzobispo católico estadounidense "
"1921-3-1","1921","2017","Richard Wilbur","poeta, traductor y académico estadounidense "
"1922-3-1","1922","197419771992199519941995","Isaac Rabin","militar, político y primer ministro israelí "
"1922-3-1","1922","1995","Néstor Luján","periodista y gastrónomo español "
"1922-3-1","1922","2002","Fred Scolari","baloncestista estadounidense "
"1924-3-1","1924","1993","Deke Slayton","astronauta estadounidense "
"1925-3-1","1925","2019","Martín Chirino","escultor español "
"1926-3-1","1926","2013","Allan Stanley","jugador y entrenador canadiense de jóquey sobre hielo "
"1927-3-1","1927","1976","Vinicio Adames","músico venezolano "
"1927-3 - 1","1927","-1","Harry Belafonte","cantante, compositor y actor estadounidense."
"1927-3-1","1927","2012","Robert Bork","juez y catedrático estadounidense "
"1927-3-1","1927","2015","Héctor Gance","actor argentino "
"1927-3-1","1927","2017","Salvador Pániker","pensador y escritor español "
"1928-3-1","1928","2016","Jacques Rivette","cineasta francés "
"1929-3-1","1929","1978","Georgi Markov","disidente búlgaro "
"1929-3-1","1929","2016","José Ángel Sánchez Asiaín","banquero español "
"1930-3 - 1","1930","-1","Ricardo González","boxeador argentino."
"1930-3-1","1930","1980","Gastone Nencini","ciclista italiano "
"1931-3 - 1","1931","-1","Juan Iglesias Marcelo","político español."
"1934-3-1","1934","1983","Joan Hackett","actriz estadounidense "
"1935-3-1","1935","2020","Robert Conrad","actor estadounidense "
"1936-3-1","1936","1997","Jean-Edern Hallier","escritor francés "
"1939-3 - 1","1939","-1","Leo Brouwer","músico, guitarrista, director de orquesta y compositor cubano."
"1941-3 - 1","1941","-1","Robert Hass","poeta y académico estadounidense."
"1942-3 - 1","1942","-1","Jerry Fisher","cantante estadounidense, de la banda Blood, Sweat & Tears."
"1943-3 - 1","1943","-1","Felipe Alcaraz","político español."
"1943-3 - 1","1943","-1","Gil Amelio","empresario estadounidense."
"1943-3-1","1943","2015","Ana María Giunta","actriz argentina "
"1943-3 - 1","1943","-1","José Ángel Iribar","futbolista español."
"1943-3 - 1","1943","-1","Akinori Nakayama","Japanese gymnast y entrenador"
"1943-3 - 1","1943","-1","Rashid Sunyaev","físico y astrónomo ruso."
"1944-3 - 1","1944","-1","Roger Daltrey","cantante británico, de la banda The Who."
"1945-3 - 1","1945","-1","Dirk Benedict","actor estadounidense."
"1945-3-1","1945","2016","Uriarte","futbolista español "
"1946-3-1","1946","1990","Gerry Boulet","autor, intérprete y compositor canadiense "
"1946-3 - 1","1946","-1","Wilver Calle Girón","militar peruano."
"1947-3-1","1947","2016","Alan Thicke","actor y letrista canadiense "
"1948-3 - 1","1948","-1","Burning Spear","músico y cantante jamaicano."
"1949-3 - 1","1949","-1","Ángel Gabilondo Pujol","filósofo y político español."
"1949-3-1","1949","2012","Carlos Soria","político argentino "
"1950-3 - 1","1950","-1","Phil Alden Robinson","cineasta estadounidense"
"1951-3-1","1951","1973","Serguéi Kurdakov","agente soviético de la KGB "
"1951-3 - 1","1951","-1","Debra Fischer","astrónoma estadounidense."
"1952-3 - 1","1952","-1","Martin O'Neill","entrenador británico."
"1952-3-1","1952","2010","Norberto Díaz","actor argentino "
"1952-3 - 1","1952","-1","Brian Winters","baloncestista y entrenador estadounidense."
"1953-3 - 1","1953","-1","José Higueras","tenista español."
"1953-3 - 1","1953","-1","Carlos Queiroz","futbolista y entrenador portugués."
"1954-3 - 1","1954","-1","Catherine Bach","actriz estadounidense."
"1954-3 - 1","1954","-1","Carles Benavent","músico español."
"1954-3-1","1954","2006","Lorraine Hunt Lieberson","mezzosoprano estadounidense "
"1954-3 - 1","1954","-1","Ron Howard","cineasta, productor, guionista y actor estadounidense."
"1955-3 - 1","1955","-1","Clara Sánchez","escritora española."
"1955-3 - 1","1955","-1","Denis Mukwege","ginecólogo congoleño, premio nobel de la paz en 2018."
"1956-3 - 1","1956","-1","Tim Daly","actor estadounidense."
"1956-3 - 1","1956","-1","Dalia Grybauskaitė","política lituana."
"1958-3 - 1","1958","-1","Aníbal Ibarra","político argentino."
"1958-3 - 1","1958","-1","Nik Kershaw","compositor y guitarrista británico."
"1958-3 - 1","1958","-1","Bertrand Piccard","psiquiatra suizo."
"1959-3 - 1","1959","-1","Nick Griffin","político británico."
"1961-3 - 1","1961","-1","David Cantero","presentador español."
"1962-3 - 1","1962","-1","Silvina Chediek","periodista y conductora de televisión argentina."
"1962-3 - 1","1962","-1","Russell Coutts","navegante neozelandés."
"1963-3 - 1","1963","-1","Rob Affuso","batería estadounidense de la banda Skid Row."
"1963-3 - 1","1963","-1","Thomas Anders","cantante alemán, de la banda Modern Talking."
"1963-3 - 1","1963","-1","Antonio Castillo","beisbolista venezolano."
"1964-3 - 1","1964","-1","Paul Le Guen","futbolista y entrenador francés."
"1964-3 - 1","1964","-1","Luis Medina Cantalejo","árbitro de fútbol español."
"1964-3 - 1","1964","-1","Pedro Saborido","productor y guionista argentino."
"1965-3 - 1","1965","-1","Robert Huffman","luchador profesional estadounidense."
"1966-3 - 1","1966","-1","Zack Snyder","director, guionista y productor estadounidense."
"1967-3 - 1","1967","-1","George Eads","actor estadounidense."
"1967-3-1","1967","2002","Abu Nidal","terrorista palestino "
"1967-3 - 1","1967","-1","Aron Winter","futbolista neerlandés."
"1969-3 - 1","1969","-1","Javier Bardem","actor español."
"1969-3 - 1","1969","-1","Viena Ruiz","actriz, presentadora y modelo colombiana."
"1970-3 - 1","1970","-1","Manuel García","cantautor chileno."
"1970-3 - 1","1970","-1","María Fernanda Heredia","escritora ecuatoriana."
"1970-3 - 1","1970","-1","Serena Armstrong-Jones","aristócrata británica."
"1971-3 - 1","1971","-1","Thomas Adès","pianista, director de orquesta y compositor británico."
"1971-3 - 1","1971","-1","Tyler Hamilton","ciclista estadounidense."
"1971-3 - 1","1971","-1","Brad Falchuk","guionista y director estadounidense."
"1973-3 - 1","1973","-1","Jack Davenport","actor británico."
"1973-3 - 1","1973","-1","Ryan Peake","guitarrista canadiense, de la banda Nickelback."
"1973-3 - 1","1973","-1","Carlo Resoort","DJ neerlandés."
"1973-3 - 1","1973","-1","Chris Webber","baloncestista estadounidense."
"1974-3 - 1","1974","-1","Mark-Paul Gosselaar","actor estadounidense."
"1975-3 - 1","1975","-1","Tate Stevens","cantante y guitarrista estadounidense."
"1975-3 - 1","1975","-1","Valentina Monetta","cantante sanmarinense."
"1977-3 - 1","1977","-1","Esther Cañadas","modelo española."
"1978-3 - 1","1978","-1","Jensen Ackles","actor estadounidense."
"1978-3 - 1","1978","-1","Donovan Patton","actor estadounidense."
"1979-3 - 1","1979","-1","Éowyn","cantante estadounidense."
"1979-3 - 1","1979","-1","Mikkel Kessler","boxeador danés."
"1979-3 - 1","1979","-1","Bruno Langlois","ciclista canadiense,"
"1979-3 - 1","1979","-1","Magüi Serna","tenista española."
"1980-3 - 1","1980","-1","Shahid Afridi","jugador pakistaní de críquet."
"1980-3 - 1","1980","-1","Gennaro Bracigliano","futbolista francés."
"1980-3 - 1","1980","-1","Djimi Traoré","futbolista malí."
"1980-3 - 1","1980","-1","Kase-O","MC español."
"1981-3 - 1","1981","-1","Will Power","piloto de automovilismo australiano."
"1982-3 - 1","1982","-1","Juan Manuel Ortiz","futbolista español."
"1982-3-1","1982","2021","Yudhvir Singh Judev","político indio "
"1983-3 - 1","1983","-1","Daniel Carvalho","futbolista brasileño."
"1983-3 - 1","1983","-1","Lupita Nyong'o","actriz mexicano-keniana."
"1983-3 - 1","1983","-1","Davey Richards","luchador estadounidense."
"1984-3 - 1","1984","-1","Claudio Bieler","futbolista argentino."
"1984-3 - 1","1984","-1","Patrick Helmes","futbolista alemán."
"1984-3 - 1","1984","-1","Naima Mora","modelo estadounidense."
"1984-3 - 1","1984","-1","Samuel San José","futbolista español."
"1985-3 - 1","1985","-1","Andreas Ottl","futbolista alemán."
"1986-3 - 1","1986","-1","Ayumu Goromaru","rugbista japonés."
"1986-3 - 1","1986","-1","Big E Langston","luchador profesional estadounidense."
"1986-3 - 1","1986","-1","Jonathan Spector","futbolista estadounidense."
"1987-3 - 1","1987","-1","Sammie","cantante estadounidense."
"1987-3 - 1","1987","-1","Kesha","cantante y compositora estadounidense."
"1989-3 - 1","1989","-1","Emma","luchadora profesional australiana."
"1989-3 - 1","1989","-1","Emeraude Toubia","actriz, presentadora, modelo y reina de belleza canadiense con ascendencia mexicana."
"1989-3 - 1","1989","-1","Daniella Monet","actriz estadounidense."
"1989-3 - 1","1989","-1","Carlos Vela","futbolista mexicano."
"1990-3 - 1","1990","-1","Harry Eden","actor británico."
"1993-3 - 1","1993","-1","Josh McEachran","futbolista británico."
"1993-3 - 1","1993","-1","Won Ho","cantante, letrista, compositor, productor y bailarín surcoreano, integrante del grupo surcoreano Monsta X."
"1993-3 - 1","1993","-1","Lucas Melano","futbolista argentino."
"1994-3 - 1","1994","-1","Justin Bieber","cantante y compositor canadiense."
"1994-3 - 1","1994","-1","Tyreek Hill","jugador estadounidense de fútbol americano."
"1996-3 - 1","1996","-1","Ye Shiwen","nadadora china."
"2000-3 - 1","2000","-1","Ava Allan","modelo y actriz estadounidense."
"2001-3 - 1","2001","-1","Wander Franco","beisbolista dominicano."
"2006-3-1","2006","BP2007","Peter Connelly (""Bebé P"")","niño britanico "
"1220-4-1","1220","1272","Go-Saga","emperador japonés "
"1282-4-1","1282","1347","Luis IV de Baviera","rey bávaro "
"1300-4-1","1300","1327","Constanza de Aragón","aristócrata española "
"1543-4-1","1543","1626","François de Bonne","aristócrata francés "
"1578-4-1","1578","1657","William Harvey","médico y filósofo británico "
"1613-4-1","1613","1703","Charles de Saint-Évremond","escritor francés "
"1629-4-1","1629","1691","Jean-Henri d'Anglebert","compositor y clavecinista francés "
"1647-4-1","1647","1680","John Wilmot","poeta y escritor libertino británico "
"1697-4-1","1697","1763","Abate Prévost","novelista francés "
"1730-4-1","1730","1788","Salomón Gessner","pintor y escritor suizo "
"1734-4-1","1734","1782","Scipione Borghese Colonna","cardenal italiano "
"1753-4-1","1753","1821","Joseph de Maistre","teórico político y filósofo saboyano "
"1755-4-1","1755","1826","Jean Anthelme Brillat-Savarin","jurista francés "
"1759-4-1","1759","1825","José Bustamante","marino y político español "
"1766-4-1","1766","1837","François-Xavier Fabre","pintor francés "
"1767-4-1","1767","1818","Domingo Badía y Leblich","espía español "
"1776-4-1","1776","1831","Sophie Germain","matemática francesa "
"1788-4-1","1788","1856","Margarita Occhiena","religiosa italiana "
"1809-4-1","1809","1852","Nikolái Vasílievich Gógol","escritor ucraniano en lengua rusa "
"1815-4-1","1815","1898","Otto von Bismarck","canciller alemán "
"1837-4-1","1837","1895","Jorge Isaacs","escritor colombiano "
"1852-4-1","1852","1920","Juan Manuel Cafferata","político argentino "
"1856-4-1","1856","1933","Acacio Gabriel Viegas","médico indio "
"1865-4-1","1865","1890","Irene Morales","militar chilena "
"1865-4-1","1865","1929","Richard Zsigmondy","químico austriaco, premio nobel de química en 1925 "
"1866-4-1","1866","1924","Ferruccio Busoni","director de orquesta y compositor italiano "
"1868-4-1","1868","1918","Edmond Rostand","dramaturgo francés "
"1873-4-1","1873","1943","Serguéi Rajmáninov","compositor y pianista ruso "
"1875-4-1","1875","1932","Edgar Wallace","escritor británico de novelas de misterio "
"1882-4-1","1882","1936","María Domínguez Remón","periodista y política, primera alcaldesa española, fusilada "
"1883-4-1","1883","1930","Lon Chaney","actor estadounidense "
"1885-4-1","1885","1949","Wallace Beery","actor estadounidense "
"1887-4-1","1887","1949","Leonard Bloomfield","filólogo estadounidense "
"1888-4-1","1888","1943","Jean Alavoine","ciclista francés "
"1895-4-1","1895","1984","Alberta Hunter","cantante estadounidense "
"1898-4-1","1898","1944","William James Sidis","genio estadounidense "
"1899-4-1","1899","1968","Annie Jean Macnamara","médico y científica australiana "
"1901-4-1","1901","1936","Francisco Ascaso Abadía","representante del movimiento anarcosindicalista español "
"1904-4-1","1904","1994","Juan Gil-Albert","escritor español "
"1904-4-1","1904","1994","Miguel M. Delgado","cineasta mexicano "
"1906-4-1","1906","1989","Aleksandr Sergéyevich Yákovlev","ingeniero aéreo ruso "
"1908-4-1","1908","1970","Abraham Maslow","psicólogo estadounidense "
"1911-4 - 1","1911","-1","Fauja Singh","maratonista británico."
"1918-4-1","1918","2007","Eduardo Primo Yúfera","químico español "
"1919-4-1","1919","2012","Joseph Edward Murray","médico estadounidense, premio nobel de medicina en 1990 "
"1920-4-1","1920","1997","Toshirō Mifune","actor japonés de origen chino "
"1920-4-1","1920","1949","Guillermo Buitrago","compositor colombiano "
"1922-4-1","1922","2004","William Manchester","historiador estadounidense "
"1922-4-1","1922","JB1991","Semillita (Juan Bertelegni)","actor argentino "
"1922-4 - 1","1922","-1","Luis Manuel Pelayo","actor y locutor mexicano (1989)."
"1925-4-1","1925","2000","Wojciech Jerzy Has","cineasta polaco "
"1926-4-1","1926","2011","Anne McCaffrey","escritora estadounidense "
"1926-4-1","1926","1965","Luis de la Puente Uceda","político peruano "
"1928-4-1","1928","2012","Enio Garrote","esperantista, traductor y escritor argentino "
"1928-4-1","1928","2000","Eddie Pequenino","trombonista, cantante y comediante argentino "
"1929-4 - 1","1929","-1","Milan Kundera","escritor checoslovaco."
"1930-4-1","1930","2013","Victoria Sau","escritora, psicóloga y feminista española "
"1931-4-1","1931","2020","Rolf Hochhuth","escritor alemán "
"1931-4-1","1931","1972","Rafael Pérez de la Dehesa","historiador español "
"1932-4 - 1","1932","-1","Ricardo Bruera","docente y político argentino, ministro de Educación durante la dictadura cívico-militar argentina (1976-1983)."
"1932-4-1","1932","2005","Bernardo Víctor Carande","escritor español "
"1932-4-1","1932","2016","Debbie Reynolds","actriz estadounidense "
"1933-4 - 1","1933","-1","Claude Cohen-Tannoudji","físico francés, premio nobel de física en 1997."
"1935-4-1","1935","2018","Fernando del Paso","escritor, dibujante, pintor y diplomático mexicano "
"1936-4-1","1936","1998","Jean-Pascal Delamuraz","político suizo "
"1937-4-1","1937","1984","Yılmaz Güney","cineasta turco "
"1939-4 - 1","1939","-1","Ali MacGraw","actriz estadounidense."
"1939-4-1","1939","2011","Luis Martínez Villicaña","político mexicano "
"1940-4-1","1940","2011","Wangari Maathai","activista keniana, premio nobel de la paz en 2004 "
"1940-4-1","1940","2017","Graciela Paraskevaídis","compositora, musicóloga y docente argentina nacionalizada uruguaya "
"1942-4 - 1","1942","-1","Samuel R. Delany","escritor estadounidense."
"1943-4 - 1","1943","-1","Mario Botta","arquitecto suizo."
"1946-4 - 1","1946","-1","Arrigo Sacchi","entrenador italiano de fútbol."
"1947-4 - 1","1947","-1","Alain Connes","matemático francés."
"1947-4 - 1","1947","-1","Robin Scott","cantante británico."
"1947-4-1","1947","2009","Norm Van Lier","baloncestista estadounidense "
"1948-4 - 1","1948","-1","Jimmy Cliff","músico jamaicano de reggae."
"1948-4 - 1","1948","-1","Javier Irureta","entrenador de fútbol y futbolista español."
"1949-4-1","1949","2011","Gil Scott-Heron","músico y compositor estadounidense "
"1950-4 - 1","1950","-1","Samuel Alito","juez estadounidense."
"1950-4-1","1950","2019","Aldo Pignanelli","economista, contador y político argentino "
"1952-4 - 1","1952","-1","Annette O'Toole","actriz estadounidense."
"1952-4-1","1952","2020","Bernard Stiegler","filósofo francés "
"1953-4 - 1","1953","-1","Barry Sonnenfeld","cineasta estadounidense."
"1953-4 - 1","1953","-1","Alberto Zaccheroni","futbolista y entrenador italiano."
"1954-4 - 1","1954","-1","Óscar Ladoire","actor español."
"1954-4 - 1","1954","-1","Lee Chang-dong","cineasta surcoreano."
"1954-4-1","1954","1992","Jeff Porcaro","músico estadounidense "
"1960-4 - 1","1960","-1","Marcelo Tinelli","presentador, empresario, productor y dirigente deportivo argentino."
"1961-4 - 1","1961","-1","Juan Echanove","actor español."
